Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
448.04635667800903	44	-71.75731115621973	-1.8175412763247565	14.456875873695372	-40.84121452026746	-166.3520745786139	19.995833333333334	0.09119195261766369	252	453600	-67.73949078483908	-1.6080193433240442
457.27823066711426	45	-67.49650979281223	-1.646550945764474	12.447353369789274	-42.635959567660336	-138.6846674346189	20.0	0.0	252	463680	-68.03830288095763	-1.6715929883175893
466.5103931427002	46	-66.93028698221633	-1.5475418091236597	12.727281545601763	-39.954648606596805	-137.74392418627795	19.991666666666667	0.18238390523532735	252	473760	-64.50454725505419	-1.4525059681257997
475.90767455101013	47	-64.06303462495755	-1.5275002535613411	11.92384040489477	-41.40671536730908	-122.50999979467984	20.0	0.0	252	483840	-63.98846953643116	-1.4287022060726493
485.4945960044861	48	-64.13253013567405	-1.5222141212359839	12.519823521650599	-39.39909661059697	-144.15257171309486	20.0	0.0	252	493920	-60.931831205200986	-1.5253441328154214
494.9996283054352	49	-62.151123655351824	-1.4078729486374901	13.394656359889494	-32.63628576459553	-175.5235148699672	19.975	0.5471517157059826	252	504000	-64.42164440128876	-1.3497393899750392
504.18511986732483	50	-60.5259055498632	-1.4035442163036145	11.469406882743078	-37.89074195922825	-115.41952615979994	20.0	0.0	252	514080	-59.92313853178242	-1.232909957811273
513.3636856079102	51	-60.115073278590415	-1.3745490350288387	14.244128865937313	-37.511064045764904	-197.46995595455707	20.0	0.0	252	524160	-56.46693287418702	-1.311223928434621
522.7523164749146	52	-57.684139828923364	-1.3034091005538466	11.488248272112262	-37.822845742838325	-153.83205593196206	19.985416666666666	0.3191718341618229	252	534240	-54.850083110762746	-1.144165209277028
532.0442566871643	53	-56.18257771030574	-1.2248773486675042	10.246843893464922	-36.21100648748201	-116.16572426515266	19.99375	0.13678792892649563	252	544320	-56.458169729312964	-1.145592923209682
